id,name,model,type,skill,phase,attack,hp,criticalRate,criticalRatio,dieSound,firstEntranceStage,chapter,monsterType,thumbnail,thumbnailScale,thumbnailOffset,purpose,CircleRadius,ColliderOffset,exp,stand-ruid,move-ruid,attack-ruid,hit-ruid,die-ruid,speed,attackCoolTime,interval,stopMovingAfterSkillDuration,Scale,isSpeedy
MagicSoldierA,마법병사A,model://1d997e73-6bae-4167-91b1-4613dd68c31a,monster,,,7126,801124,0.1,1.3,cca53742acb64ef8af927c5d0cb2dfa0,9,7,,,,,common,0.20577,"(0.0361, 0.4121)",3,8b7804f9bcac486f9998bd2e46493e3d,5a36ab4a6f3d4568b1f1ee58b197b505,0f8861bd959c4d5a9e0bfe51cbf34da4,21b07928ff7e4830bdb7adeeb11cb54a,4bde9489e2e841f4bd6827dd45b79cce,2.4,3,0.1,0.5,1,
Thralled Guard,의식에 휘말린 근위병,model://24fa1e4e-2c28-465c-b283-c8b34b22a070,monster,231,,7372,807877,0.1,1.3,c457c5e0e92046eaabee5aafac3f4ba6,9,7,,,,,common,0.56044,"(-0.0211, 0.6946)",3,50e458b6f01b469bb9d879f3f6ce29a3,c3958bad37174590bdff43e24ed6f77b,953aec3ac27544b6aa7ab4da2893103c,8a7bdbf123c1456195571f0c4df31bb9,23990f5022f34eef8f7330d2df3250d0,2.4,3,0.1,0.5,1,
Red Shadow,붉은 그림자,model://643b3fd3-8ac9-4f1b-8236-50423b09bbb5,monster,,,6713,817907,0.1,1.3,db429f2ce82e4306a36d1f4cf118dcaf,10,7,,,,,common,0.56044,"(-0.02117157, 0.6946774)",3,8dc5625a8eae43f79dc3ae2f8b593503,55fdf44dad204b688daf53d0261891d0,d290ac2ae7bb475782f746bbffa7ee53,32203a0988f341f2adc075a8e66f1d3c,8ad24867c6b84099b89e920a1ae32c94,2.4,3,0.1,0.5,1,
Warrior Specter,전사 스펙터,model://a0b7599e-acb4-4f2d-8d3e-12e269c3e6bc,monster,,,7193,819322,0.1,1.3,50b518ffe148444790c20aa24bbc762c,10,7,,,,,common,0.45866,"(0.0496, 0.6106)",3,539bf3bc4b9e4af7b48c33a8ee2e73ab,22af8aa5ae3944438b465e5ce51eaa19,2862bf82d20343fe8b33cca1d472158e,bb9b0cb22695422ab5e2cf3112452536,0c85eee44bc4451695b33f4a98d209ef,2.4,3,0.1,0.5,1,
EliteBoss_Warrior Specter,엘리트 전사 스펙터,model://5b9ab4ca-6b82-4caf-abe8-55f89237f09a,boss,328,,12412,164026917,0.1,1.3,50b518ffe148444790c20aa24bbc762c,9,7,,,,5,common,0.5532,"(0.052, 0.593)",3,539bf3bc4b9e4af7b48c33a8ee2e73ab,22af8aa5ae3944438b465e5ce51eaa19,2862bf82d20343fe8b33cca1d472158e,bb9b0cb22695422ab5e2cf3112452536,0c85eee44bc4451695b33f4a98d209ef,3.2,4.5,4.5,0,2,
RiverStone,리버스톤,model://bfd1a9f9-133a-4d26-8e8e-eaacf5872563,monster,,,13000,583300,0.1,1.3,077d9c9f5d9549c0a3541358d967786f,10,7,,,,,common,0.28788,"(0.0042, 0.3933)",3,12b5ead36d6449819bf4e1b313168daf,f3b43b89721a4712ac26d8fc28545448,f3b43b89721a4712ac26d8fc28545448,c6ef11173cdf4a748ea0a58730003e77,71a9b0ebbb304f2899def0290ea3c697,4.8,3,0.1,0.5,1,1
Boss_Naricain,보스 - 나리케인의 혼령,model://2f70b318-1195-40c6-b7ac-ef63e767a484,boss,160_161_162_165/167_165_160_161/169_165_167/169_165_167_160_162_161/160_165_161_162_169,100/80/60/40/20,3408,230974591,0.1,1.3,50b631e76c6f41fca91109ba92541edf,5,7,,,,35,common,1.50293,"(0.2146, 0.2986)",3,ae2445133bec428f805c2845928762fb,ae2445133bec428f805c2845928762fb,e4686fea1912487ea1a6aaa419a7aadb,b7bda923ebff4c8c8ce9b56507f557c9,ce34d641605d4603bec210c14c348017,2.4,3,0.1,0.5,1,
Boss_Cygnus,보스 - 시그너스,model://e9521a0d-1e98-4b36-a297-ab487b7ebe80,boss,187_188_189/187_189_190/187_188_190_189,100/90/80,11880,208124409,0.1,1.3,8ca471e5b2954cac860e5a8b01b1f718,10,7,,,,-25,common,0.44089,"(0.18355, 0.96119)",3,2d11b887b5fc4ed28e5935dd991c42df,63631616d13b4625925048cf508e4d16,9d9bbaedea3f482b93b02e21ae43e43e,306c13a66da84ca891d885ff149061c5,98da3505b14c4cf88f54ec7ef7122c46,2.4,3,0.1,0.5,1,
Boss_Avatar,보스 - 아바타,model://a5ec3ad1-58c9-45a3-b773-75b5b68908d0,boss,177/177/177,100/60/30,800,103928233,0.1,1.3,8ca471e5b2954cac860e5a8b01b1f718,10,7,,,,,abnormal,0.44089,"(0.18355, 0.96119)",3,3e2ecc3370554ee783351170f07947dd,63631616d13b4625925048cf508e4d16,9d9bbaedea3f482b93b02e21ae43e43e,306c13a66da84ca891d885ff149061c5,98da3505b14c4cf88f54ec7ef7122c46,2.4,3,0.1,0.5,1,
Cygnus_Sinsu,시그너스_신수,model://c738acb0-e96d-44c6-a043-5103894cc382,monster,,,8000,848404,0.1,1.3,e90a7e5e703c4ee0b49a01792b8e8077,10,7,,,,,abnormal,0.4256,"(-0.02581787, 1.167154)",3,4e078cfcea5c4ad78712d4333dace318,12a87946f0f14477b3ca47a15eb1a7c5,cdc1af414aa84fb6ae271c64d87bafc8,9e51411e38b14d22afe3086b6295875f,f3f9c3449d5745a58d972db7debb3c97,2.4,1,0.1,0.5,1,
Naricain_Lilinoch,릴리노흐,model://383ffe62-282e-4fe0-a2a3-669fb4e9c896,monster,163,,7193,819322,0.1,1.3,c3f8b707b75547cb967e167510d74cb6,5,7,,,,,common,0.99768,"(0.000, 0.000)",3,535a761210df45d5928de84fa70be870,49965d0da8f14464ab8a7f370b515712,e6315710f33540cca24b143d4f170012,0f8ea78e16554d78b7786191834f18e5,e2e75dcc82bd4e7a8364ebf70de99d4d,2.4,3,0.1,0.5,1,
Naricain_DeathCat,나리케인의 데스캣,model://105cbb3a-2d74-401a-a0b5-b77097eef9b5,monster,,,5122,763711,0.1,1.3,e89a6a08235646f7b80cb7597120b028,5,7,,,,,common,0.20588,"(0.0167999, 0.1125479)",3,4bb8573b945b4ab28da2ad34cb9df04e,724ebbf4ac714fa08e5c1190929d9bf9,46e4c6ed68ee40f580b68877d9027927,ee2b20a929d0482784758bd4e80ab293,9ef99e6f34bf4c1988a42d14d87eb714,4,2,0.4,0.3,1.5,
Naricain_ShadowPartner,나리케인 쉐도우파트너,model://53c28be7-681c-4431-8322-bcb4eaf9a58e,monster,,,5122,763711,0.1,1.3,6d1c40b8cfaf44fe9c349040d95f31b4,10,7,,,,,common,0.20588,"(0.0167999, 0.3208414)",3,68483c0f00b747e08184a4421a8f68b3,9f60f2b044fa4f4e975cd69056794764,9f5597ea48b64601a201907d6cb1a6ec,8ceb6d5dffd04e319ace8ff14cba8fe9,9889c763f65f480587f6215f2c27aecb,4,2,0.4,0.3,1.5,
BabyWhiteMonkey,흰털아기원숭이,model://8ca95bcf-cb5b-4f3f-82ef-76486e6f5eb5,monster,,,13838,2279376,0.1,1.3,99dbf7800b6d4a6ba95c4bb297f7788d,1,8,,,,,common,0.1993553,"(-0.01745605, 0.1826138)",3,4ee8588218b449a5b9820e0484d6a2a1,9fea4d93572645b1ba84aeef2e8a6b88,1b63a74d97404bec8904291f774c04eb,4f4cb13220b443379a90483ae8600dd6,ad8e933f2328469498029e5fb335b5e8,5,2,0.1,0.3,1,1
The Book Ghost,비급,model://a2641a09-197c-45e7-919b-3d75f68d7325,monster,,,13838,3386502,0.1,1.3,6d6d921537d848f6a2e8a7a0d2cb090f,1,8,,,,,common,0.3347124,"(0.04349136, 0.5410328)",3,75cadadfc96d414aa35847a0d8ddb4ea,63ce70961cee46008e2d2f1ee115cd7e,95d43e00a9a443ebbd81f90311f7cdf0,cc35c98460004de28cb349d548b799ec,7fb44c5af7124afdb0b9c9a971e0396a,3,2,0.1,0.3,1,
Jar,단지,model://c6dfac8a-a993-44e5-ad3a-9f29a91518f3,monster,354,,15725,2604999,0.1,1.3,9b555e1d87e34504a72990406e5ef22e,1,8,bomb,,,,common,0.2333643,"(-0.00743103, 0.2243577)",3,c4166472fddd4f3a8f4b6b036f803c61,73455105a4134723bda6d91281cd98a4,73455105a4134723bda6d91281cd98a4,7149f84ef74248399af67aab5be17242,cc8f59bd93e147b2a6ca82927d2a29eb,2.7,2,0.1,0.3,1,
Doraji,도라지,model://276f7f59-8b06-4daf-b69a-ccf6a9a5e3d4,monster,,,18960,3399348,0.1,1.3,b5db4c96acd24e138a0dbf93f53679a5,2,8,,,,,common,0.3347124,"(0.0310936, 0.4170642)",3,a488ae7e0333452286a2b802b784946f,02b2b82e138d4e1e9d1a12f6501784ab,02b2b82e138d4e1e9d1a12f6501784ab,d8a8165fd5204c1baae47f21a36cfa82,9bfe87ab00954fb4b7d3670e05fa0ff4,2.8,2,0.1,0.3,1,
OldDoraji,늙은 도라지,model://0dc9136f-e059-413f-b5f4-8e976044a210,monster,,,18960,2978808,0.1,1.3,3aa5a1884f8448c596c9570a1757df71,2,8,,,,,common,0.3347124,"(0.0310936, 0.4170642)",3,747e2cbc691847e1b714d8ecfca06dbf,92753d561ddf4efeb3b99f981b42989e,92753d561ddf4efeb3b99f981b42989e,a551d068cfaf48f7afe918a48a716085,40a070a90c164603a805fc0f54395862,2.6,2,0.1,0.3,1,
StarSquirrel,별다람쥐,model://ce156619-5256-4293-9ffa-b650da42467e,monster,,,19920,2473926,0.1,1.3,b47642347f4d4cbc93aafb1c8af9ba51,3,8,,,,,common,0.3347124,"(0.0310936, 0.4170642)",3,45233b1bf43643e981fbff815ddbde73,b2e249a1c50e49eeae899c35dca36aa5,b2e249a1c50e49eeae899c35dca36aa5,858fdf7b5b3949f0a90433bc2b9bf38c,6a2dc3974fd5477f8c71a802adf52def,6.2,2,0.1,0.3,1,1
Mama Monkey,어미 원숭이,model://930a1640-1d5b-46e6-abd1-cfc2509f2cb4,monster,378,,20717,2827344,0.1,1.3,92f7daa3d0a045429d5dff40d47270d1,3,8,range,,,,common,0.2484888,"(-0.06189728, 0.2874494)",3,254ef27645da4950adbe060bccc9d983,ee63063fb4df4c9f806cbd6be011722a,423ca759e50d49519b3b80ea0710ba59,33e4fe0a0b584812a5a8e8f17f359465,e450712e38184f97aec7fbe40fe331bc,4.5,2,0.1,0.3,1,
Wild Monkey,사나운 원숭이,model://31acd59b-2093-4b66-b5ed-a760b182437f,monster,,,19213,3357471,0.1,1.3,e8675d9118e946d086aafb12dcd66215,3,8,,,,,common,0.292507,"(0.03777695, 0.2695841)",3,e35d41cc09c646d48fec357b651c901b,a9448cd9fc0343d8b1929dbea9ec5bbd,45c1f86c4d1b40b299d5c59d430fdf64,07fc95fb3e8649298e223629b4ee60a0,f5953d221034490f9144c611744b8327,3.8,2,0.1,0.3,1,
WildPanda,야생판다,model://360a3eab-bf1f-4635-abb5-20f2a14d2dda,monster,,,21520,3350046,0.1,1.3,ddb69fcf17f34483a11480e0fa98e66b,4,8,,,,,common,0.3863395,"(-0.09091187, 0.4190725)",3,1d994561b4f34cb086eafbb6610bb996,0a6b045b9e0440b4bedc939d82767763,27f97e50e0bc41e0a8dce410123dce09,7801f1efb8574448aa360adfe1c211a1,3516c4d901ec44c6807d72100ccc4ec3,3.2,2,0.1,0.3,1,
Red Flower Serpent,홍화사,model://dc6004a7-09a7-43b8-b4cc-14e899ae42c9,monster,,,35570,2682495,0.1,1.3,6e5f0b635ac54194884b41118847e516,5,8,,,,,common,0.2333643,"(-0.00743103, 0.2243576)",3,5533ba412ef243fda66eac6ee7d7f021,6fd67840f0244f249a803708ecba5fc1,6fd67840f0244f249a803708ecba5fc1,e1215c68490c44799af115a476e7e103,5db91eafdecf405fbffa18d02b18301f,5.5,2,0.1,0.3,1,1
Sikhye Crock,식혜 항아리,model://f13e212a-f0ba-478e-80b4-24f8ba6f5ba4,monster,,,21520,4526127,0.1,1.3,ca754d73155e44e1a8073f7a02e19eee,4,8,,,,,common,0.2333643,"(-0.00743103, 0.2243576)",3,56e26b2c808b435e813f0a2a9b54d335,faaa33ddbfd0425fae0f0554d67e77c8,0ebc2dd0521a49638001d5cc648cd0c9,1d49b17f29d24aaaad715edd3f32004f,7417e115e9a248959b6e465690a61885,2.7,2,0.1,0.3,1,
Broken Sikhye Crock,깨진 식혜 항아리,model://f8621743-a56e-46d3-9392-7cb4c3f69542,monster,354,,39838,3065709,0.1,1.3,b4d379d33ef042068f695c0b4cfa143e,5,8,bomb,,,,common,0.1988208,"(-0.05618286, 0.1888008)",3,41843799370846c2a481765fe38c3b09,2a06edcf90ef428c8ba3607903543e5a,3b5f53554b2c49fc89fb4f87d57d84ae,4a86c6ffa6194bab87106db2340b1f80,ea130ea3c24341f8856086c76527e27c,2.9,2,0.1,0.3,1,
Jar of Stagnant Water,고인 물 항아리,model://d271499d-8224-4659-8d15-f98395c11021,monster,,,36993,4560243,0.1,1.3,e2f6815f2af54bb7a24ebc3a565dc97f,5,8,,,,,common,0.2333643,"(-0.00743103, 0.2243576)",3,b5a878dd70b941b49aa40afc3280dc5a,43057dbf27664849a579fc1ddbf84603,979e92801dbb4684abb26c1599359bf2,5624e5151c7f454ba57271818d52598c,b6e4432e1a324187b872c101b33025ac,2.85,2,0.1,0.3,1,
Jinseng Jar,삼단지,model://c1d19795-37f1-4793-8712-20172085bc75,monster,,,19688,4095636,0.1,1.3,a264f999fa174a33a9178578611d353f,6,8,,,,,common,0.292507,"(0.03777695, 0.2695841)",3,51ecdb5fe2d14d5a9bb2f6e0d74f615e,349505f9fcde43b3b46fdd637bc2710e,349505f9fcde43b3b46fdd637bc2710e,91a28d17b0554b03a9c8bcff544da68d,d3a99f3a33b341509886662e8fc334e4,2.6,2,0.1,0.3,1,
Peach Monkey,원공,model://db1cb6d8-8573-4923-8337-eacee7820100,monster,,,24818,2896587,0.1,1.3,92a4201b5ed342169eedaa5c5f3fe61e,7,8,,,,,common,0.2484888,"(-0.06189728, 0.2874494)",3,580ad6b0f4af4aa9a88c88e7ab89758a,2b354681b5b74d2ba73deaeee4107715,c851a631e3ce401191fc879d43455152,8b820eaa00dd48e1b135ae618a2510b1,aa8c73451e7d429a8d301da8480ed98a,6,2,0.1,0.3,1,1
WildBear,야생곰,model://10ac868e-a7a4-4f11-8c2e-a66e796340f3,monster,,,20446,4095636,0.1,1.3,fadc9d9e497d45c5b173ce07f415a099,6,8,,,,,common,0.3863395,"(-0.09091187, 0.4190725)",3,ab856213f8c047a8a5f6e3eb2f51fd76,39d4e6d94a0f44ef827c18be234e58ec,39d4e6d94a0f44ef827c18be234e58ec,85b551dbbc3e4e23985d32fe371daf89,b760c69344bd46fc8eada2f0d8fd0eab,3.6,2,0.1,0.3,1,
Sage Cat,묘선,model://c2efd02b-f705-4733-9e1b-2110b0535549,monster,,,23932,5379375,0.1,1.3,adc914ffd65846979246619d9dc2632f,7,8,,,,,common,0.3590806,"(-0.03276825, 0.4590595)",3,c536c7274ea344aa83379dfda4da9c3b,b98134dabcf5453c817b0a7b25a092d9,a4070ccc2e0d4871a95328b7421befd9,57620b7fd4a140a4b28aec8a66a5bc10,6f192111b9a74a7ba046747fc313bab0,3,2,0.1,0.3,1,
WhiteFurBigMonkey,흰털 대장원숭이,model://bf1fd190-322b-440b-8d2e-30721d835ac1,monster,353,,26591,3310383,0.1,1.3,7d73671a96cc4491a1c32ade2822f95d,7,8,range,,,,common,0.8630002,"(0.02919769, 0.8025982)",3,f8b4c7789b7c40eba848f87dbb3f02c1,30bd470378be47dea326b8aef87e16af,632cc16154604168a8bf62b700c42d21,62776f43654d45c69d2e84959a03b901,19caf584d59a4bc49f11667c7f88cb1b,3.6,2,0.1,0.3,1,
Lupin,루팡,model://79c321af-9618-437a-b485-63b9f64a69c2,monster,,,24818,3931080,0.1,1.3,eba378e2994b42c698819046050abf7b,7,8,,,,,common,0.2138069,"(-0.01296997, 0.2651327)",3,abbd76a6010149e780fbee0b2c5acb7e,046f94edcf2547bba2d229d00716ddbf,ee35f175eff94389b33a4e7d4f454c33,03647e66fe154999b8b0277bae922411,7034b762da7749e8be33a872ab0cc3af,3.2,2,0.1,0.3,1,
Ogong,오공,model://2cbba35b-d8cf-408e-904a-2f958208f176,monster,,,26173,4338486,0.1,1.3,bcd1e4dc91ca48ad8b60a27c7e3779b0,8,8,,,,,common,0.6010211,"(0.003623962, 0.6093309)",3,31ecd282056e4230b7f117a44e5932f4,80bd889060714d3b956f8cf8c4814143,a6c2f7fcaf89456887b2cbd7ce30380a,b5b232e69c694c38b7899b07ad8fd333,b8327b05496b433bb0a5c6b8cce8740e,2.6,2,0.1,0.3,1,
Reindeer,천록,model://70534ba9-34ed-43f2-8fee-f2a7a0736022,monster,,,27107,4797366,0.1,1.3,261b206795ab4bc6bea9b7c81e56fc9a,8,8,,,,,common,0.3643568,"(-0.2330208, 0.4216514)",3,75568ec7db2841f3a97a0d15921d5d9b,94f5800f6fa04658ba920ae2b5e9c123,df409acddc2e42189122ad4269c7a22d,313b74d617c74a7a98a9a8391487edb6,f83d55deacf145a6894413e3f9477c5f,3.2,2,0.1,0.3,1,
PurpleFrog,보라개구리,model://fa0b12ed-ad39-472f-baeb-ba758cbb1cd1,monster,,,27132,4955796,0.1,1.3,df7a172f14d94d46988327873ee59a01,9,8,,,,,common,0.2719999,"(0.001148224, 0.2966385)",3,77f56cbe8b6c4ffe9dab3bfd82a4d3e3,27526fd005c54b3b8f7d199ccbede2ac,27526fd005c54b3b8f7d199ccbede2ac,ebd0595911f143fbb2a24f1afce5c70b,182f8badac5a4952994e428961bcef12,2.4,2,0.1,0.3,1,
RedFrog,빨강개구리,model://9662192a-e515-44ce-af1f-5751c5f6c293,monster,,,27132,4375386,0.1,1.3,df7a172f14d94d46988327873ee59a01,9,8,,,,,common,0.2719999,"(0.001148224, 0.2966386)",3,a95a01caec5c4cfb90591e482d0cf029,e4bbe18d944142dc9cbce3af01ddca72,e4bbe18d944142dc9cbce3af01ddca72,35a88a09e9ee433ab81c6f3775d9476a,9ed3d5ea67074a048b0e973ef90615b9,2.4,2,0.1,0.3,1,
GreenFrog,초록개구리,model://7be78ef1-e08d-4cf8-adaf-6f339e99d8da,monster,,,49200,4410390,0.1,1.3,df7a172f14d94d46988327873ee59a01,10,8,,,,,common,0.2719999,"(0.001148224, 0.2966387)",3,fd4e44a4c4334f7ebfcc5371f9c16c32,73661560f4904498855c18861e49d5b8,f40a784faf04469f9d1b0c9c64bed0be,f40a784faf04469f9d1b0c9c64bed0be,6d91f3e0df2c41a7917de8537b9b8c9b,2.8,2,0.1,0.3,1,
Frog,개구리,model://45d3a4e2-4de5-4232-8f94-60e6bbfe76a4,monster,,,28068,3125274,0.1,1.3,df7a172f14d94d46988327873ee59a01,9,8,,,,,common,0.2040816,"(0.02846146, 0.1742949)",3,2b8bf3c60cac41ca9a12b5f9ea0984f5,e9096360854948fc8cd9caad10191d42,e9096360854948fc8cd9caad10191d42,fc9beb8efb244509991b7f4817c9dc1b,dbbc10256d8040648a9d59c1b43987aa,5.8,2,0.1,0.3,1,1
Chunky Striped Gourd,뒤뚱줄무늬박,model://8d82f29b-0191-48da-900d-f167a19f1829,monster,,,49200,5355474,0.1,1.3,6a88f1c821604d59956b49a0d05b416e,10,8,,,,,common,0.5367243,"(0.08898163, 0.5341446)",3,e2d027121f724a699195c913e0d4dd9f,143820e37b85425aa4cc4510d0d938f5,529cd8db7ff940af903b7547d92cc96e,b2659aac27524b48a8e2fb35dde899f0,35bb5f1580df408a90712600df675efb,2.6,2,0.1,0.3,1,
Anti's Egg,계란,model://e79fef71-ca1d-4b2f-ae5b-c7e58ac6fc14,monster,354,,28068,3571743,0.1,1.3,6859b1b33a4a463899937fce84948aa4,9,8,bomb,,,,common,0.2040816,"(0.02846146, 0.1742954)",3,40570c1b69ac48899bbe42232ee48861,2d281ad698ef4b568fa50d7201ab45b6,18e4980fed7d4541a79a9a4779c0ed59,bd4a436a7d804c0fad431c2feea87023,157f0fa4efb9437dac4915165483a6a6,5,2,0.1,0.3,1,
WhiteFurMommyMonkey,흰털 어미원숭이,model://c62a2266-b2cf-4f68-8355-fbaab9af1bf6,monster,,,49200,5310468,0.1,1.3,0167e5e565344c2889a7aa7beb018cad,10,8,,,,,common,0.509222,"(-0.2173691, 0.5406566)",3,33ef925c618643f6adf9615adcba60de,9d34d716600d43649f0bb790ff0e9b4c,952c1308f06544c88320e1954432a631,9e05a92d0203424fbe69814249a3e089,5be7fcde85ee48ccbe2103986768f552,3.4,2,0.1,0.3,1,
Boss - King Sage Cat,보스 - 요괴선사,model://32296130-6878-44e0-aa49-89e63cc9200b,boss,356_357_360_361/373_374/356_357_360_361,100/60/30,29011,796736540,0.1,1.3,89da05930cd242fea251400178ef29da,5,8,,,,,common,0.9703026,"(0.03889084, 0.9855502)",3,b2b92bce28c445e1bdfb93e819c19bbf,f571daf7778641eb91b96b1e2fe22008,9524f87bfe81448a96d2abc5a7a1728f,d42a6fdf9e1d4bc1960cf81088cec38c,b7c33f5defd24d5fb741d3392df64cd1,3,2,0.1,0.3,1,
Boss - Guardian Angel Slime,보스 - 가디언 엔젤 슬라임,model://7a6166ef-5597-4f62-97f4-4c5f9806b41d,boss,400_401_402/403_404_409_401/410_403_404_401_400,100/70/35,44006,3701327134,0.1,1.3,340b4f13ebaf4b20a5dd3a3f7b8dec1e,10,8,,,,,common,1.382047,"(0.2084712, 1.563331)",3,b5c0fd3fd3da4a508507800a055a918e,3997a96c7a644f08995d5858c4a82ee7,3c5fb8f42d4b4405ba539cd3edeee178,8daa9481d843416c9bb513270e5c85f7,e5f5748081db4f75a0446a3f58b98d5d,3,2,0.1,0.3,1,
Cloud_Cat,요괴선사의 고양이,model://71544193-c48e-452f-be72-a05c42639952,monster,,,50000,3125274,0.1,1.3,2d7e1ec2e2534c2cbe3764b2f7837711,5,8,,,,,common,0.2600363,"(-0.03773499, 0.3051453)",3,453d2e2e398043fbb1fa6962b656310d,6294cd73290a4324b7995248cea65320,6294cd73290a4324b7995248cea65320,58591f0c03de4809a116a53b89334390,099cca51a1b54dcf82623f6db9ee399b,3,2,0.1,0.3,1,
Cloud_Cat_Weapon,요괴선사의 무기 든 고양이 ,model://f2bb4270-11f3-4172-81a5-8f7b9fd88f33,monster,,,50000,3125274,0.1,1.3,2d7e1ec2e2534c2cbe3764b2f7837711,5,8,,,,,common,0.2548053,"(0.006439209, 0.3196487)",3,1f50ee9e9be44cc8986515971556dd6f,e97d3963626f4125baa70eb31b407477,e97d3963626f4125baa70eb31b407477,956f835608614f1eaa55c02c68b2e3bc,79f2279d8ab94da594114a1f05c1abe7,3,2,0.1,0.3,1,
King Sage Cat AfterMonster(BlueFrog),요괴선사의 개구리,model://03d00304-17ee-45e8-9d51-73b0649b996b,monster,,,50000,3125274,0.1,1.3,1f7ed17b48a54d9e80086bb06e3f8a61,5,8,,,,,common,0.1664725,"(-0.1351878, 0.1455145)",3,315a95a527f245edafa4c3c4c57efae3,1c46e315904849e7a047dd3dca2a8151,af798938c5074c2c9a42bc7c84e423ad,cd41c5240f434c198e8bc3d22c3af089,b1fb81461d2a4381bb6ef4e43d672bee,3,2,0.1,0.3,1,
King Sage Cat Transformer,변신 요괴선사,model://efbaaf3d-3512-4e48-94b8-66808c17e599,monster,,,29011,265578846.666667,0.1,1.3,0998e3e256a24eb5bd7aa1bd0620d899,5,8,,,,,common,0.946225,"(-0.3519088, 0.9048352)",3,6b7cc18025994bf7acfeedb3b1c5852d,dffa94be528449c0b2a07a52c4180285,d1f83df6274b4db1b47738a0f9316c84,b3e1a8e9cec74f18b9a835be115c5ec1,6e6c3f6483b247f784fb0971508adfe9,3,2,0.1,0.3,1,
EliteBoss_Doraji,엘리트 도라지,model://72962b57-b99a-4fa3-bf7c-5a6623fadd27,boss,380,,11239,405889326,0.1,1.3,b5db4c96acd24e138a0dbf93f53679a5,1,8,,,,,common,0.3750052,"(0.0963726, 0.4553567)",3,a488ae7e0333452286a2b802b784946f,02b2b82e138d4e1e9d1a12f6501784ab,02b2b82e138d4e1e9d1a12f6501784ab,d8a8165fd5204c1baae47f21a36cfa82,9bfe87ab00954fb4b7d3670e05fa0ff4,3.2,3,3,0,2,
EliteBoss_GreenFrog,엘리트 초록개구리,model://67575ddb-086c-4108-a6ab-9bf1d78d6a79,boss,381,,30330,1586208629,0.1,1.3,df7a172f14d94d46988327873ee59a01,9,8,,,,,common,0.4241817,"(0.02641296, 0.3583198)",3,fd4e44a4c4334f7ebfcc5371f9c16c32,73661560f4904498855c18861e49d5b8,73661560f4904498855c18861e49d5b8,f40a784faf04469f9d1b0c9c64bed0be,6d91f3e0df2c41a7917de8537b9b8c9b,3.2,3,3,0,2,
EliteBoss_WhiteFurMommyMonkey,엘리트 흰털 어미원숭이,model://cedfb7c7-e02c-4c2e-92e3-b095a74b4c5d,boss,382,,10926,407386768,0.1,1.3,0167e5e565344c2889a7aa7beb018cad,2,8,,,,,common,0.509222,"(0.1915, 0.7341)",3,33ef925c618643f6adf9615adcba60de,9d34d716600d43649f0bb790ff0e9b4c,952c1308f06544c88320e1954432a631,9e05a92d0203424fbe69814249a3e089,5be7fcde85ee48ccbe2103986768f552,5,5,4,0.5,2,
EliteBoss_WhiteFurBigMonkey,엘리트 흰털 대장원숭이,model://51f73249-c24a-46be-a670-7b696cddd79d,boss,383_384,,20609,766279271,0.1,1.3,7d73671a96cc4491a1c32ade2822f95d,6,8,,,,,common,0.8630002,"(0.02919769, 0.8025982)",3,f8b4c7789b7c40eba848f87dbb3f02c1,30bd470378be47dea326b8aef87e16af,632cc16154604168a8bf62b700c42d21,62776f43654d45c69d2e84959a03b901,19caf584d59a4bc49f11667c7f88cb1b,5,5,4,3,2,
EliteBoss_Ogong,엘리트 오공,model://585802ac-291f-4595-a795-aac273cfe793,boss,385,,24894,1010548456,0.1,1.3,bcd1e4dc91ca48ad8b60a27c7e3779b0,7,8,,,,,common,0.6644113,"(-0.004208088, 0.6314412)",3,31ecd282056e4230b7f117a44e5932f4,80bd889060714d3b956f8cf8c4814143,a6c2f7fcaf89456887b2cbd7ce30380a,b5b232e69c694c38b7899b07ad8fd333,b8327b05496b433bb0a5c6b8cce8740e,5,5,4,0.5,2,
EliteBoss_Reindeer,엘리트 천록,model://df60662f-3285-4e07-86e0-31aa2f3a1c3a,boss,386,,25185,1192063176,0.1,1.3,261b206795ab4bc6bea9b7c81e56fc9a,8,8,,,,,common,0.3809243,"(-0.2201085, 0.440828)",3,75568ec7db2841f3a97a0d15921d5d9b,94f5800f6fa04658ba920ae2b5e9c123,df409acddc2e42189122ad4269c7a22d,313b74d617c74a7a98a9a8391487edb6,f83d55deacf145a6894413e3f9477c5f,5,5,4,0.5,2,
EliteBoss_Red Flower Serpent,엘리트 홍화사,model://dcc8d579-531a-463d-824a-0559d373a3b4,boss,387,,13185,428137817,0.1,1.3,6e5f0b635ac54194884b41118847e516,3,8,,,,,common,0.2383926,"(-0.010, 0.253)",3,5533ba412ef243fda66eac6ee7d7f021,6fd67840f0244f249a803708ecba5fc1,5533ba412ef243fda66eac6ee7d7f021,e1215c68490c44799af115a476e7e103,5db91eafdecf405fbffa18d02b18301f,3.2,3,3,0,2,
