Key,Source,type,ko,en,es,zh-cn,zh-tw
dialog_1191,"오, 드디어 왔군. 어떻게 된 일인지 좀 알아냈나?",,"오, 드디어 왔군. 어떻게 된 일인지 좀 알아냈나?","Oh, you're finally back. So did you find out what happened?","Ah, al fin llegaste. ¿Lograste descubrir qué pasó?",噢，终于来了。搞清楚是怎么一回事了吗？,喔，終於來了。有搞清楚是怎麼回事了嗎？
dialog_1192,(온천에서의 일을 설명한다.)\n.........원숭이......고양이...어쩌구.......개구리....오해..............덩치 큰....저쩌구............슬라임.......이러쿵...저러쿵......,,(온천에서의 일을 설명한다.)\n.........원숭이......고양이...어쩌구.......개구리....오해..............덩치 큰....저쩌구............슬라임.......이러쿵...저러쿵......,(You explain what happened at the hot spring.)\nMonkeys... Cat... Frog... Something or another... Slime... Huh.,(Explicas lo que paso en las aguas termales).\nMonos... gato... rana... esto y aquello... baba... Eh.,（说明在温泉发生的事情。）\n猴子……猫猫……巴拉巴拉……青蛙……误会……大块头……绿水灵……巴拉巴拉……,(說明在溫泉發生的事情。)\n猴子……貓貓……巴拉巴拉……青蛙……誤會……大塊頭……綠水靈……巴拉巴拉……
dialog_1193,"그렇게 된 일이었군, 그래.",,"그렇게 된 일이었군, 그래.",I see. That's quite a mix-up.,"Así que eso fue lo que sucedió, ya veo.",原来是这样，好吧。,原來是這樣，好吧。
dialog_1194,하여간 이 인간은 도움 되는 적이 없구나.,,하여간 이 인간은 도움 되는 적이 없구나.,This human is never any help.,Este humano nunca sirve de nada.,这人就没有一次帮上忙的时候。,這傢伙就沒有一次可以幫上忙。
dialog_1195,누가 훔쳐 가는 것도 눈치 못 채면 어떡해요!,,누가 훔쳐 가는 것도 눈치 못 채면 어떡해요!,How could you not notice someone stealing it?!,¿¡Cómo puede ser que no te dieras cuenta de que lo robaron!?,怎么都不知道别人偷走了呢！,怎麼連別人偷走都不知道呢！
dialog_1196,다시 되돌려놔서 전혀 몰랐군. 내 불찰일세.,,다시 되돌려놔서 전혀 몰랐군. 내 불찰일세.,"Well, it was returned so I had no idea. An oversight on my part.","Lo devolvieron, por eso no me di cuenta. Ese fue mi error.",把机器放回原位，所以没有察觉到。是我疏忽了。,因為把機器放回原位，所以根本沒有察覺。確實是我疏忽了。
dialog_1197,괜히 자네가 소울을 회수할 장소가 늘어나버렸으니 미안해서 어쩐다...,,괜히 자네가 소울을 회수할 장소가 늘어나버렸으니 미안해서 어쩐다...,I'm sorry that I caused more trouble for you and the souls...,Lamento ocasionarles más problemas a ti y a las almas.,这回又多了一个需要回收灵魂的场所，真对不起你……,這次又多了一個需要回收靈魂的地方，真是對不起…
dialog_1198,"뭐, 소울칼리버에 비하면 소울 수가 적은 편이니 다행이죠.",,"뭐, 소울칼리버에 비하면 소울 수가 적은 편이니 다행이죠.","Well, it's not nearly the number of souls as it was with the Soul Brand, so that's fortunate at least.","Bueno, el número de almas es mucho más pequeño en comparación con la Cálibur álmica, así que al menos tenemos suerte con eso.",幸好比起剑魂，需要回收的灵魂数不怎么多。,幸好比起劍魂，需要回收的靈魂數不算多。
dialog_1199,이제 정말로 누구도 소울 블렌더에 손대지 못하게 주의하겠네.,,이제 정말로 누구도 소울 블렌더에 손대지 못하게 주의하겠네.,"From now on, I'll make sure that no one lays a finger on the Soul Blender.","Desde ahora, me aseguraré de que nadie le ponga una mano encima al combinador álmico.",看来真的要保管好灵魂混合机，不能再让别人偷走了。,看來真的要保管好靈魂混合機，不能再讓別人偷走了。
dialog_1200,안심하고 온천 여행이나 마저 즐기고 오시게.,,안심하고 온천 여행이나 마저 즐기고 오시게.,"Rest assured, and go enjoy the rest of your trip to the hot spring.",No te preocupes más y disfruta el resto de tu viaje a las aguas termales.,你就安心地先去享受温泉旅行吧。,現在可以安心地先去享受溫泉旅行。
dialog_1201,온천에 흩어진 소울들을 회수하러 겸사겸사 가야겠네요.,,온천에 흩어진 소울들을 회수하러 겸사겸사 가야겠네요.,I guess I might as well retrieve the rest of the scattered souls at the hot spring.,Supongo que debería ir a recuperar el resto de las almas esparcidas a lo largo de las aguas termales.,也顺便去回收分散在温泉的灵魂。,也順便去回收分散在溫泉的靈魂吧。
dialog_1202,와-☆ 다시 온천으로♥,,와-☆ 다시 온천으로♥,Wow! Back to the hot spring already!,¡Guau! ¡Regresaremos a las aguas termales!,哇，重返温泉♥,哇-☆再次回到溫泉♥
dialog_1203,"어이, 자네. 이제 막 모험을 시작한 신입인가 본데 드넓은 필드를 모험하고 싶지 않나?",,"어이, 자네. 이제 막 모험을 시작한 신입인가 본데 드넓은 필드를 모험하고 싶지 않나?","Hey, you look like a fresh rookie. How would you like to get right to exploring vast reaches?","Ey, tú. Pareces un principiante. ¿No te interesaría intentar explorar un enorme campo?",喂，看你是刚开始冒险的新手，不想去广阔的战场冒险吗？,喂，你。看你是剛開始冒險的新人，想不想去更寬廣的戰場冒險呢？
dialog_1204,이렇게 강한 신입 본 적 있나요? 근데 누구세요?,,이렇게 강한 신입 본 적 있나요? 근데 누구세요?,"Ever seen a rookie that's as strong as me? Who are you, anyway?","¿Alguna vez viste a un principiante que fuera tan fuerte como yo? Y de todas formas, ¿tú quién eres?",你看过像我这么厉害的新手吗？话说你是谁？,你有看過像我這麼厲害的新手嗎？話說你哪位？
dialog_1205,필드 경험이 없는데 이렇게 자만을… 크흠!,,필드 경험이 없는데 이렇게 자만을… 크흠!,Such confidence from someone untested in the field...err...,Tanta confianza en alguien que nunca ha vivido el campo de batalla... uff...,没有战场经验还这么傲慢……咳咳！,沒有戰場經驗還這麼傲慢…咳咳！
dialog_1206,난 모험가들이 필드에서 편하게 이동할 수 있도록 쾌속 비행 서비스를 운영하고 있지.,,난 모험가들이 필드에서 편하게 이동할 수 있도록 쾌속 비행 서비스를 운영하고 있지.,I run a quick flight service that allows explorers to jet off to new places.,Yo dirijo un servicio de vuelo rápido para los exploradores que quieran viajar rápidamente hacia sitios nuevos.,我目前提供快速飞行服务，让冒险家们方便在战场移动。,我目前營運快速飛行服務，讓冒險家們方便在戰場移動。
dialog_1207,아하~! 필드는 어떤 곳이죠?,,아하~! 필드는 어떤 곳이죠?,"I see... Also, what exactly do you mean by a field?",Ya veo... ¿Y a qué te refieres con campo de batalla?,啊哈！战场是什么地方？,啊哈~！戰場是什麼地方？
dialog_1208,넓은 곳에서 색다른 전투를 즐길 수 있지. 더 크게 성장할 수도 있다고.,,넓은 곳에서 색다른 전투를 즐길 수 있지. 더 크게 성장할 수도 있다고.,Fields are vast places where you can try unique battles. They might even make you stronger.,Es un lugar enorme en donde puedes disfrutar de combates únicos. Incluso puedes hacerte más fuerte.,在广阔的地方可以体验别具一格的战斗。还可以成长得更大。,在寬廣的地方可以享受不一樣的戰鬥。還能成長得更多。
dialog_1209,"필드를 모험하며 장신구를 만들 수 있는데, 전투에 아주 쏠쏠한 도움을 주지.",,"필드를 모험하며 장신구를 만들 수 있는데, 전투에 아주 쏠쏠한 도움을 주지.",You can create accessories while exploring that'll come in handy during battles.,"Mientras exploras, podrías crear accesorios que te serían útiles durante tus batallas.",在战场冒险的时候可以制作饰品，这对战斗有不少的帮助。,在戰場冒險時，可以製作飾品，對於戰鬥會有不少幫助。
dialog_1210,장신구요?! 반짝반짝 장신구?!?!,,장신구요?! 반짝반짝 장신구?!?!,"Accessories?! Sparkling, glittering accessories?!",¡¿Accesorios?! ¿¡Accesorios brillantes y bonitos!?,饰品？闪闪发光的饰品？,飾品？！閃閃發亮的那個飾品？！？！
dialog_1211,"그래, 내가 특별히 하나 줄 테니 써보게. 이런 장신구를 만드는 게 호락호락하진 않을 거야.",,"그래, 내가 특별히 하나 줄 테니 써보게. 이런 장신구를 만드는 게 호락호락하진 않을 거야.","Yes! In fact, I'll give you one to try. It's not so easy creating accessories like this.","Sí, te daré uno para que lo pruebes. No es fácil crear accesorios como este.",没错，我特地给你一个你戴戴看。像这样一个饰品，制作起来应该不容易。,沒錯，我特別給你一個，你戴戴看。像這樣的飾品，製作起來應該不簡單。
dialog_1212,"자네가 아무리 강하다고 해도, 필드에서는 필드 경험이 많아야 진짜로 강한 모험가거든.",,"자네가 아무리 강하다고 해도, 필드에서는 필드 경험이 많아야 진짜로 강한 모험가거든.","No matter how strong you are, you'll need lots of experience in the field to be a true explorer.",No importa lo fuerte que seas. Debes tener mucha experiencia en el campo para considerarte un explorador de verdad.,你再怎么强，在战场上有很多战场经验才能真正成为强大的冒险家。,你再怎麼強大，也是需要在戰場上要有許多戰場經驗，才能真正成為強大的冒險家。
dialog_1213,필드에서 레벨을 따로 올려야 하는 군요…,,필드에서 레벨을 따로 올려야 하는 군요…,So I need to level up separately in the field...,Así que debo subir de nivel por separado en el campo...,原来还要另外在战场单独升级……,原來還要在戰場另外升級……
dialog_1214,"그래, 필드에서 경험치를 많이 쌓고 어떤 능력치를 키울지도 고민해 보라고.",,"그래, 필드에서 경험치를 많이 쌓고 어떤 능력치를 키울지도 고민해 보라고.","Yes, earn lots of experience in the field, and think about what stats you want to improve.","Sí, consigue mucha experiencia en el campo y piensa en qué parámetros quieres mejorar.",是的，希望你在战场上多累积经验值，再想想如何培养能力值。,沒錯，希望你在戰場上多多累積經驗值後，再想想如何培養能力值。
dialog_1215,겸사겸사 이 친절하고 멋진 조종사 어빈의 쾌속 비행 서비스도 자주 이용하고 말이야.,,겸사겸사 이 친절하고 멋진 조종사 어빈의 쾌속 비행 서비스도 자주 이용하고 말이야.,"And while you're at it, don't forget to use our quick flight service! Pilot Irvin'll be your new best friend!","¡Y mientras lo haces, no olvides frecuentar nuestro servicio de vuelo rápido! ¡Irvin el piloto será tu nuevo mejor amigo!",到时候也顺便体验一下我这亲切又帅气的驾驶员欧文提供的快速飞行服务哦。,到時候也順便體驗一下我這親切又帥氣的駕駛員歐文，所提供的快速飛行服務哦。
dialog_1216,먼 곳으로의 이동이 귀찮을 때 약간의 돈만 주면 편하게 모셔다드리도록 하지.,,먼 곳으로의 이동이 귀찮을 때 약간의 돈만 주면 편하게 모셔다드리도록 하지.,"When traveling a great distance, just pay a little money to get there in comfort and style.","Cuando vayas a viajar lejos, solo debes pagar un poco más para ir cómodo y sin preocupaciones.",要是出远门嫌麻烦，只要支付一点的费用，我就可以提供便捷服务。,只要覺得出遠門很麻煩，支付一些費用，就可以提供快速服務。
dialog_1217,오호... 신규 고객을 모으는 거였군요.,,오호... 신규 고객을 모으는 거였군요.,Aha... You're trying to get new customers.,Ajá... Estás intentando ganar clientes nuevos.,啊哈……原来是在招揽新顾客。,哇喔…原來是在招攬新顧客。
dialog_1218,아무튼 감사합니다! 필드에서의 모험이라... 구미가 당기네요!,,아무튼 감사합니다! 필드에서의 모험이라... 구미가 당기네요!,"In any case, thank you. Exploring the fields does sound appealing!","De cualquier forma, gracias. ¡Creo que explorar el campo sí sería interesante!",总之谢谢！战场上的冒险……应该很有意思！,總之謝謝！戰場上的冒險……應該很有意思！
dialog_1219,그래서 필드는 어떻게 가나요?,,그래서 필드는 어떻게 가나요?,"So, how do I get to a field?",¿Y entonces cómo llego al campo?,所以说，我怎么去战场？,所以說，我怎麼去戰場？
soul_name_111001,캡틴,,캡틴,Corsair,Corsario,船长,槍神
soul_name_111002,캐논 슈터,,캐논 슈터,Cannoneer,Cañonero,火炮手,重砲指揮官
soul_name_111003,엔젤릭 버스터,,엔젤릭 버스터,Angelic Buster,Cazadora angelical,爆莉萌天使,天使破壞者
soul_name_151001,섀도어,,섀도어,Shadower,Sombrío,侠盗,暗影神偷
soul_name_151002,나이트 로드,,나이트 로드,Night Lord,Señor de la Noche,隐士,夜使者
soul_name_151003,호영,,호영,Hoyoung,Hoyoung,虎影,虎影
soul_name_121001,보우 마스터,,보우 마스터,Bow Master,Maestro en arcos,弓箭大师,箭神
soul_name_121002,카인,,카인,Kain,Kain,卡因,凱殷
soul_name_121003,신궁,,신궁,Marksman,Cazador furtivo,箭神,神射手
soul_name_131001,"아크메이지(불,독)",,"아크메이지(불,독)","Arch Mage (Fire, Poison)","Archimago (fuego, veneno)",魔导师（火/毒）,大魔導士(火、毒)
soul_name_131002,"아크메이지(썬,콜)",,"아크메이지(썬,콜)","Arch Mage (Ice, Lightning)","Archimago (hielo, rayo)",魔导师（冰/雷）,大魔導士(冰、雷)
