Key,Source,Note,ko,en,es,zh-cn,zh-tw
TutorialPinkbeanMessage_0072,"<b>사전</b>에서는 캐릭터, 시너지, 룬 카드, 아이템에 대한 정보 뿐만 아니라,\n리그를 진행하는데 필요한 상세한 규칙도 알 수 있어.",Default Text,"<b>사전</b>에서는 캐릭터, 시너지, 룬 카드, 아이템에 대한 정보 뿐만 아니라,\n리그를 진행하는데 필요한 상세한 규칙도 알 수 있어.","Characters! Synergies! Rune Cards! Items! The Encyclopedia has all that, and more!\nYou'll even find rules and other information about the league!",Personajes. Sinergias. Cartas. Objetos. ¡La enciclopedia incluye todo eso y mucho más!\nTambién encontrarás las reglas e información sobre la liga.,你可以在<b>事典</b>中了解角色、协同效果、符文卡牌和道具的相关信息，\n以及进行联赛所需的详细规则！,<b>字典</b>裡不只有跟角色、連鎖效果、符文卡、道具相關的資訊，\n也有進行賽事時所需的詳細規則。
OutgameRules_Collection_001,도감에서는 현재까지 수집한 캐릭터와 시너지를 확인할 수 있습니다!,Default Text,도감에서는 현재까지 수집한 캐릭터와 시너지를 확인할 수 있습니다!,Check the Codex to see which characters and Synergies you've collected so far!,¡Revisa este códice para ver qué personajes y sinergias conseguiste hasta el momento!,在图鉴可以查看至今为止收集到的角色和协同效果！,可在圖鑑中查看目前為止收集到的角色和連鎖效果！
IngameRules_Coach_002,"코치는 리그 내내 영향을 미치는 존재로, 리그 진입 전 로비에서 설정할 수 있습니다.\n코치는 최대 넷까지 편성할 수 있습니다. \n\n리그를 진행하면서, 코치를 한번 클릭해보세요!",Default Text,"코치는 리그 내내 영향을 미치는 존재로, 리그 진입 전 로비에서 설정할 수 있습니다.\n코치는 최대 넷까지 편성할 수 있습니다. \n\n리그를 진행하면서, 코치를 한번 클릭해보세요!",Coaches have influence throughout the League. You can assign up to 4 Coaches in the lobby before you enter the League.\n\nJust click on the Coach you want before you start!,Los entrenadores tienen influencia sobre toda la liga. Puedes asignar hasta 4 entrenadores en la sala antes de entrar a la liga.\n\n¡Solo haz clic en el entrenador que quieres antes de empezar!,教练在整个联赛过程中具有重要的影响力。在进入联赛前，可以在大厅设置教练。\n最多可以配置四个教练。\n\n在联赛进行期间，不妨点击一下教练看看！,教練會影響到整個賽事，可在進入賽事前於大廳設置。\n最多可以編制4名教練。\n\n進行賽事時，點擊一下教練吧！
CoinInfo_Desc1,"코인은 캐릭터, 아이템, 룬 카드를 구매하는 데 사용됩니다. 다음 방법으로 획득할 수 있습니다.",Default Text,"코인은 캐릭터, 아이템, 룬 카드를 구매하는 데 사용됩니다. 다음 방법으로 획득할 수 있습니다.","Coins are used to purchase characters, items, and Rune Cards. They can be obtained in the following ways.","Las monedas se usan para comprar personajes, artículos y cartas de runas. Se pueden conseguir de las siguientes formas.",硬币用于购买角色、道具和符文卡牌。可以通过以下方法获得硬币。,硬幣可用於購買角色、道具、符文卡。可透過下列方法獲得。
OutgameRules_Achievement_003,"업적을 달성하면, 다양한 보상을 얻을 수 있습니다!\n프로필을 꾸밀 수 있는 칭호 요소, 시럽, 심지어는 코치까지 얻을 수 있습니다!",Default Text,"업적을 달성하면, 다양한 보상을 얻을 수 있습니다!\n프로필을 꾸밀 수 있는 칭호 요소, 시럽, 심지어는 코치까지 얻을 수 있습니다!","Complete achievements to earn rewards!\nYou can get profile titles, Syrup, or even Coaches!","¡Completa logros para conseguir recompensas!\n¡Puedes obtener títulos de perfil, jarabe e incluso entrenadores!",达成成就后，可以获得各种奖励！\n可以获得装饰个人资料的称号因素、糖浆，甚至还有教练！,達成成就即可獲得各種獎勵！\n可獲得裝飾個人簡介的稱號要素、糖漿甚至是硬幣！
Item_IB00014_SpecialAbility,정해진 확률에 따라 선택된 메달 아이템 4개 중 1개를 선택해 획득합니다. <i>메달 아이템을 장착하면 해당 시너지를 획득합니다. </i>,Default Text,정해진 확률에 따라 선택된 메달 아이템 4개 중 1개를 선택해 획득합니다. <i>메달 아이템을 장착하면 해당 시너지를 획득합니다. </i>,"Contains 4 medals, chosen based on set probabilities. Select and obtain 1 of them. <i>Equip a medal to obtain its Synergy.</i>",Contiene 4 medallas elegidas según sus probabilidades. Selecciona y obtén 1 de ellos. <i>Equipa una medalla para obtener su sinergia.</i>,根据指定概率，从4个所选奖牌道具中，选择并获得1个。<i>佩戴奖牌道具时，获得相应协同效果。</i>,依照指定機率選出的4個勳章道具中，選擇並獲得1個。<i>裝備勳章道具時，獲得該連鎖效果。</i>
RuneCard_RC40003_Desc,오른쪽에 있는 룬 카드의 효과를 복사합니다.,Default Text,오른쪽에 있는 룬 카드의 효과를 복사합니다.,Copies the effects of the Rune Card to the right.,Copia los efectos de la carta de runa de la derecha.,复制位于右侧的符文卡牌效果。,複製在右邊的符文卡效果。
OutgameRules_DailyMission_002,"일일 미션은 날마다 갱신되며, 달성하면 보상을 얻을 수 있습니다. 일일 미션을 달성할 때마다 미션 포인트를 받으며, 일정 미션 포인트를 모으면 추가 보상을 받을 수 있습니다!",Default Text,"일일 미션은 날마다 갱신되며, 달성하면 보상을 얻을 수 있습니다. 일일 미션을 달성할 때마다 미션 포인트를 받으며, 일정 미션 포인트를 모으면 추가 보상을 받을 수 있습니다!","Daily Missions refresh every day, and you can earn rewards for completing them. You'll earn Mission Points each time you complete a Daily Mission. Earn enough, and you'll get bonus rewards!",Las misiones diarias se actualizan todos los días; podrás obtener recompensas por completarlas. Recibirás puntos de misión cada vez que completes una misión diaria. ¡Reúne suficientes y obtendrás recompensas adicionales!,每日任务每天更新，达成目标后可以获得奖励。达成每日任务后，可以获得任务点数，累计达到一定任务点数后还可领取额外奖励！,每日任務天天都會更新，達成後即可獲得獎勵。達成每日任務時，都會獲得任務點數，收集到一定的任務點數後即可獲得追加獎勵！
IngameRules_Shop_004,"보유한 캐릭터, 룬 카드를 상점에 드래그해서 놓으면 <color=""#ffd400"">판매</color>할 수 있습니다.\n판매한 후에는 판매한 캐릭터/룬 카드의 판매 가치만큼 코인을 얻습니다.\n아이템은 판매할 수 없습니다.",Default Text,"보유한 캐릭터, 룬 카드를 상점에 드래그해서 놓으면 <color=""#ffd400"">판매</color>할 수 있습니다.\n판매한 후에는 판매한 캐릭터/룬 카드의 판매 가치만큼 코인을 얻습니다.\n아이템은 판매할 수 없습니다.","Drag characters or Rune Cards you own into the shop to <color=""#ffd400"">sell</color> them.\nAfter you sell them, you will get as many Coins as the value of the characters and Rune Cards you sold.\nYou can't sell items.","Arrastra personajes o cartas de runas que poseas a la tienda para <color=""#ffd400"">venderlos</color>.\nDespués de venderlos, obtendrás tantas monedas como el valor de los personajes y cartas de runas que vendiste.\nNo puedes vender artículos.","将持有的角色或符文卡拖放到商店还可以<color=""#ffd400"">出售</color>。\n出售后会获得硬币，获得的硬币数量等于已出售角色/符文卡牌的出售价值。\n道具则无法出售。","將持有的角色、符文卡拖曳到商店裡即可<color=""#ffd400"">販售</color>。\n販售後將獲得相當於販售的角色/符文卡販售價值的硬幣。\n無法販售道具。"
IngameRules_Coach_003,각 코치는 보유한 효과에 따라 편성에 필요한 수치가 달라집니다. 이 수치를 코치 코스트라고 합니다.\n\n편성할 수 있는 코치 코스트는 최대 7입니다. 편성한 코치들의 코스트 총합이 7 이하여야 리그에 진입할 수 있습니다.,Default Text,각 코치는 보유한 효과에 따라 편성에 필요한 수치가 달라집니다. 이 수치를 코치 코스트라고 합니다.\n\n편성할 수 있는 코치 코스트는 최대 7입니다. 편성한 코치들의 코스트 총합이 7 이하여야 리그에 진입할 수 있습니다.,"Each Coach has an assigned cost that is determined by the effects they have--the Coach Cost.\n\nThe Coaches you assign cannot add up to a total of more than 7 Coach Cost, or you won't be able to enter the League.","Cada entrenador tiene un costo asignado que se determina según sus efectos (el costo del entrenador).\n\nLos entrenadores que asignes no pueden resultar en un total de más de 7 de costo de entrenador, o no podrás entrar a la liga.",每个教练根据其持有的效果，所需的配置数值也有所不同。该数值称为教练费用。\n\n可配置的教练费用上限为7点。只有已配置的教练总费用不超过7点时，才能进入联赛。,根據各個教練持有的效果不同，編制時所需的數值也有所不同。這個數值就稱之為教練成本。\n\n可編制的教練成本上限為7。編制的教練成本總計需低於7以下才能進入賽事。
IngameRules_StageAndRounds_003,"각 스테이지는 3번의 라운드로 이루어져 있습니다. 라운드는 캐릭터, 아이템, 룬 카드를 구매하고 배치하는 <color=""#ffd400"">준비 단계</color>, 적 팀과의 전투를 수행하는 <color=""#ffd400"">전투 단계</color>로 나뉩니다.\n전투의 승패에 상관없이, 라운드를 끝내면 다음 라운드로 이동합니다. ",Default Text,"각 스테이지는 3번의 라운드로 이루어져 있습니다. 라운드는 캐릭터, 아이템, 룬 카드를 구매하고 배치하는 <color=""#ffd400"">준비 단계</color>, 적 팀과의 전투를 수행하는 <color=""#ffd400"">전투 단계</color>로 나뉩니다.\n전투의 승패에 상관없이, 라운드를 끝내면 다음 라운드로 이동합니다. ","Each Stage is 3 rounds. Each round has two phases. During the <color=""#ffd400"">Ready Phase</color>, you can purchase and place your characters, items, and Rune Cards. Then you enter the <color=""#ffd400"">Battle Phase</color>, where you Battle the enemy team.\nNo matter how the Battle turns out, you'll move on as soon as you complete the round. ","Cada etapa tiene 3 rondas. Cada ronda tiene dos fases. Durante la <color=""#ffd400"">fase de preparación</color>, puedes comprar y colocar personajes, artículos y cartas de runas. Luego entras en la <color=""#ffd400"">fase de batalla</color>, en la que lucharás contra el equipo enemigo.\nNo importa cómo resulte la batalla, avanzarás tan pronto como completes la ronda.","每个关卡由3个回合组成。每个回合分为两个阶段：在<color=""#ffd400"">准备阶段</color>，可以购买并部署角色、道具和符文卡牌；在<color=""#ffd400"">战斗阶段</color>，会与敌方队伍展开战斗。\n无论战斗胜负如何，回合结束后都会进入下一个回合。 ","每個關卡由3個回合組成。回合分為購買並放置角色、道具、符文卡的<color=""#ffd400"">準備階段</color>以及與敵隊戰鬥的<color=""#ffd400"">戰鬥階段</color>。\n無論戰勝或債敗，打完一個回合就會進入到下一個回合。"
Coach_Desc6,매 스테이지마다 현재 활성화된 시너지를 가진 캐릭터들 중 하나를 {0}기 소환합니다.,Default Text,매 스테이지마다 현재 활성화된 시너지를 가진 캐릭터들 중 하나를 {0}기 소환합니다.,"Each stage, summons {0} unit(s) with a currently active Synergy.","Cada etapa, invoca {0} unidad(es) con una sinergia activa.",在每个关卡从当前已激活协同效果的角色中召唤{0}个角色。,在每個關卡會從當前具有啟用連鎖效果的角色中，召喚1名{0}角色。
TutorialPinkbeanMessage_0016,전투에서 패배할 때마다 갖고 있는 <b>하트</b>가 하나씩 없어져.\n<b>5개의 하트</b>가 모두 사라지면 경기에서 최종 <b>탈락</b>하는 거지!,Default Text,전투에서 패배할 때마다 갖고 있는 <b>하트</b>가 하나씩 없어져.\n<b>5개의 하트</b>가 모두 사라지면 경기에서 최종 <b>탈락</b>하는 거지!,"Every time you lose a Battle, you will lose 1 <b>Heart</b>.\nYou won't be <b>eliminated</b> until you lose all <b>5 of your Hearts</b>!","Cada vez que pierdas una batalla, perderás 1 <b>corazón</b>.\n¡No te <b>eliminarán </b> hasta que pierdas <b>5 corazones</b>!",每当在战斗中失败时，你会失去一个<b>爱心</b>。\n如果耗尽<b>5个爱心</b>，你最终会从比赛中<b>淘汰</b>！,每當在戰鬥上失敗時，所持有的<b>愛心</b>會減少一顆。\n當<b>5個愛心</b>全部耗盡時，最終就會在比賽中<b>落敗</b>！
